chart,id,x1,x2,x3,x4,x5
Hot R&B/Hip-Hop Songs,The Weeknd....Can't Feel My Face,0.9985313074242524,3.671731442114777e-4,3.671731438398425e-4,3.671731436596976e-4,3.6717314403653356e-4
Hot R&B/Hip-Hop Songs,blackbear....Do Re Mi,0.9388100306629474,1.7468022116460898e-4,0.06066592867317301,1.7468022127538837e-4,1.7468022143961805e-4
Hot Country Songs,Chris Young....Hangin' On,0.448726986125204,0.5502453503756783,3.4255449971433156e-4,3.425544999020075e-4,3.4255449950120446e-4
Hot R&B/Hip-Hop Songs,Drake....One Dance,0.9990949942530353,2.26251436897291e-4,2.2625143683064778e-4,2.2625143656828306e-4,2.2625143666860672e-4
Hot R&B/Hip-Hop Songs,Drake....Portland,0.042035451210620765,1.086432163012822e-4,0.2447279185011286,1.0864321622971466e-4,0.7130193438557196
Hot R&B/Hip-Hop Songs,Drake....Summer Sixteen,1.400879609098907e-4,0.2840928954865326,1.4008796086354214e-4,0.7154868406308538,1.4008796084023163e-4
Hot Country Songs,Dustin Lynch....Good Girl,2.285001228981647e-4,0.9990859995089917,2.2850012279033172e-4,2.285001227143524e-4,2.2850012260550252e-4
Hot R&B/Hip-Hop Songs,J. Cole....Deja Vu,1.0444782954805919e-4,0.4605883880880163,0.5390982684234368,1.0444782954046137e-4,1.044478294584843e-4
Hot R&B/Hip-Hop Songs,Jeremih....Oui,0.3032058573133564,0.6961734198634668,2.069076077797639e-4,2.0690760763694926e-4,2.0690760776007693e-4
Hot Country Songs,Midland....Make A Little,2.96212627401175e-4,0.9988151494922253,2.9621262679431905e-4,2.9621262692404226e-4,2.9621262665515666e-4
Hot R&B/Hip-Hop Songs,NF....Lie,0.3367747307783115,0.41652483256027456,0.2463802676451116,1.6008450819468404e-4,1.6008450810760832e-4
Hot R&B/Hip-Hop Songs,YBN Nahmir....Rubbin Off The Paint,1.584297732052236e-4,1.5842977321536586e-4,0.46292449786776585,0.5366002128124214,1.584297733921643e-4
Hot R&B/Hip-Hop Songs,Young Thug And Travis Scott....Pick Up The Phone,1.0687555086577216e-4,1.0687555089718099e-4,0.9995724977966377,1.0687555076948785e-4,1.0687555082990913e-4
Hot Country Songs,Brad Paisley....Last Time For Everything,0.9987996844863917,3.0007887872154606e-4,3.000788781379432e-4,3.000788783511922e-4,3.0007887839762575e-4
Hot Country Songs,Brothers Osborne....It Ain't My Fault,3.2557593211216326e-4,0.3453047361506804,3.25575932105491e-4,0.6537185360533446,3.2557593175728644e-4
Hot Country Songs,Jordan Davis....Take It From Me,2.7828532656509704e-4,0.9988868586957966,2.782853259878423e-4,2.782853258824456e-4,2.7828532576794053e-4
Hot Country Songs,Kenny Chesney....All The Pretty Girls,0.3533945100702237,0.6457337004034543,2.905965088113163e-4,2.9059650876403097e-4,2.905965087465975e-4
Hot R&B/Hip-Hop Songs,Kodak Black....ZEZE,0.025526167948016574,9.92618515600993e-5,9.926185160016896e-5,9.926185155138724e-5,0.9741760464972717
Hot R&B/Hip-Hop Songs,NF....Let You Down,0.2597844156509264,0.739725084684301,1.6349988834798182e-4,1.6349988827841122e-4,1.6349988814612669e-4
Hot R&B/Hip-Hop Songs,Post Malone....Rockstar,1.4269643288879365e-4,1.4269643298294514e-4,0.9994292142680693,1.4269643306370736e-4,1.4269643299534177e-4
Hot R&B/Hip-Hop Songs,Rae Sremmurd....Swang,1.6064379463509918e-4,1.6064379483328003e-4,1.606437946328951e-4,0.9993574248212432,1.606437946555451e-4
Hot R&B/Hip-Hop Songs,Travis Scott....Stargazing,1.6467096556875002e-4,1.6467096565925515e-4,0.999341316137791,1.6467096544263548e-4,1.6467096553842572e-4
Hot Country Songs,Tyler Rich....The Difference,0.8421192794733613,0.15698632087019715,2.9813321888295935e-4,2.981332186128111e-4,2.981332189457389e-4
Hot R&B/Hip-Hop Songs,XXXTENTACION....Sad!,0.9988732197578303,2.8169506072091576e-4,2.816950607011431e-4,2.816950602849727e-4,2.81695060462722e-4
Hot Country Songs,Blake Shelton....Came Here To Forget,0.19619086961873705,0.8029147307247025,2.981332190149266e-4,2.9813321875872263e-4,2.981332187866157e-4
Hot R&B/Hip-Hop Songs,Bryson Tiller....Sorry Not Sorry,0.057574047319012396,0.05080571883615539,0.2328894756153486,0.6585739493322069,1.568088972767058e-4
Hot Country Songs,Carrie Underwood....Love Wins,0.9987838104378662,3.040473910787096e-4,3.0404739038506704e-4,3.040473905024549e-4,3.0404739016741086e-4
Hot Country Songs,Cody Johnson....On My Way To You,3.922297638684172e-4,0.998431080943839,3.9222976358289837e-4,3.922297640954668e-4,3.922297646142071e-4
Hot R&B/Hip-Hop Songs,DJ Drama....Wishing,0.28576936442872664,1.2521054913012055e-4,0.6543874577764898,1.252105492476909e-4,0.059592756696405846
Hot Country Songs,Dustin Lynch....I'd Be Jealous Too,2.749571496602582e-4,0.9989001714020823,2.749571492925171e-4,2.7495714975483884e-4,2.749571492100772e-4
Hot Country Songs,Florida Georgia Line....Simple,2.1463417111849392e-4,0.2136438720679826,0.7857122254194925,2.1463417074042996e-4,2.146341706658879e-4
Hot R&B/Hip-Hop Songs,Future....Used To This,0.09575643695351939,0.5472741606446373,0.07233146120227858,1.8750183852722416e-4,0.2844504393610375
Hot R&B/Hip-Hop Songs,Kendrick Lamar & SZA....All The Stars,2.0878662254370507e-4,0.971052813594921,0.028320826537670315,2.087866225988293e-4,2.0878662226611592e-4
Hot Country Songs,Kenny Chesney....Noise,3.1020095426759496e-4,0.9987591961822425,3.1020095479915874e-4,3.1020095416741045e-4,3.102009545232631e-4
Hot R&B/Hip-Hop Songs,Kodak Black....Tunnel Vision,0.7015174795827777,1.3840132192354112e-4,0.175404440666655,1.3840132210426103e-4,0.12280127710653947
Hot R&B/Hip-Hop Songs,Logic & Marshmello....Everyday,1.988542878450258e-4,0.10098701214004781,0.8984164249967771,1.9885428769383218e-4,1.9885428763623733e-4
Hot R&B/Hip-Hop Songs,Migos....Slippery,8.106247154246327e-5,8.106247155083221e-5,8.106247159339827e-5,8.10624715520325e-5,0.9996757501137613
Hot Country Songs,Sugarland....Babe,0.6066936241267349,0.3923881620600351,3.0607127107578486e-4,3.060712711577495e-4,3.060712709964562e-4
Hot R&B/Hip-Hop Songs,Wale....My PYT,0.8979281141214976,1.3054274328865432e-4,0.10168025764837985,1.3054274344005893e-4,1.3054274339379228e-4
Hot Country Songs,Brothers Osborne....Stay A Little Longer,0.9985656681896593,3.5858295342317047e-4,3.585829522801739e-4,3.585829524715226e-4,3.5858295216581985e-4
Hot R&B/Hip-Hop Songs,Calvin Harris....Feels,0.25718819468002463,0.6176879091865743,1.787547138317897e-4,1.787547137497679e-4,0.12476638670581942
Hot R&B/Hip-Hop Songs,Daniel Caesar....Best Part,0.9984573984867162,3.85650378759825e-4,3.8565037850885346e-4,3.8565037825853525e-4,3.856503777565686e-4
Hot R&B/Hip-Hop Songs,Drake....Controlla,2.16656828291878e-4,0.9252848368714166,0.07406519264392095,2.1665682816525146e-4,2.1665682820527977e-4
Hot R&B/Hip-Hop Songs,Drake....Fake Love,2.0415165592148978e-4,0.8750225027539031,0.12436504227815197,2.0415165589732085e-4,2.0415165612598307e-4
Hot Country Songs,Dustin Lynch....Mind Reader,0.1394347022708027,0.859909143820349,2.1871796972968075e-4,2.1871796967456748e-4,2.187179694440296e-4
Hot Country Songs,Florida Georgia Line....May We All,2.0878662248765425e-4,0.9796833412441814,0.01969029888865321,2.0878662234755059e-4,2.0878662233013112e-4
Hot Country Songs,Keith Urban....Coming Home,0.43573178457224304,0.5636916020065859,1.922044737492847e-4,1.9220447375790687e-4,1.9220447366390656e-4
Hot Country Songs,Kelsea Ballerini....Dibs,2.3079395666991098e-4,0.9990768241742058,2.3079395649220944e-4,2.307939563161877e-4,2.3079395631582983e-4
Hot Country Songs,Lady Antebellum....You Look Good,2.469048031958947e-4,0.9262180665113654,2.4690480287207047e-4,0.07304121907962566,2.469048029410637e-4
Hot Country Songs,Little Big Town....Better Man,0.8825549689270114,0.11666228552275185,0.00026091518347502133,2.609151835581258e-4,2.6091518320361246e-4
Hot R&B/Hip-Hop Songs,Metro Boomin....No Complaints,1.324225171896443e-4,1.3242251717037048e-4,1.324225172549937e-4,0.0551120511350692,0.9444906813133158
Hot R&B/Hip-Hop Songs,"Migos, Nicki Minaj & Cardi B....MotorSport",8.021399043753403e-5,8.021399042433015e-5,8.021399041229112e-5,8.021399040586245e-5,0.9996791440383199
Hot Country Songs,Miranda Lambert....Vice,0.31001085325452415,0.379375287715366,0.30983603453756214,3.889122461589416e-4,3.8891224638874973e-4
Hot Country Songs,Old Dominion....No Such Thing As A Broken Heart,0.2647420043899276,0.7136315690578139,2.4558607754563897e-4,0.0211352543970908,2.4558607762196035e-4
Hot R&B/Hip-Hop Songs,Post Malone....Better Now,0.999295929644626,1.7601758890703446e-4,1.7601758883593866e-4,1.7601758881738406e-4,1.7601758881366638e-4
Hot R&B/Hip-Hop Songs,Post Malone....Psycho,1.4869537955563365e-4,0.05789064549090594,0.2896913826986689,1.4869537954772372e-4,0.6521205810513218
Hot Country Songs,Billy Currington....It Don't Hurt Like It Used To,0.686548008139559,0.3125213889972615,3.102009543975584e-4,3.1020095445882063e-4,3.1020095432322586e-4
Hot Country Songs,Blake Shelton....A Guy With A Girl,0.29702749013998747,0.702189764308565,2.6091518371854566e-4,2.6091518387804286e-4,2.609151838510241e-4
Hot R&B/Hip-Hop Songs,BlocBoy JB....Look Alive,1.2487051554107282e-4,1.248705154855147e-4,1.2487051556664815e-4,0.9995005179379007,1.248705155061449e-4
Hot R&B/Hip-Hop Songs,Calvin Harris....Slide,1.7468022130546161e-4,0.28040906356475354,0.4106559587952869,1.7468022136073175e-4,0.30858561719729327
Hot R&B/Hip-Hop Songs,Chris Brown....Privacy,0.5710728043033034,0.00014358764549326085,0.4284964327602163,1.435876454597964e-4,1.4358764552712533e-4
Hot Country Songs,Devin Dawson....All On Me,0.9989851330994612,2.5371672543462765e-4,2.537167250862423e-4,2.5371672499658145e-4,2.537167250212929e-4
Hot R&B/Hip-Hop Songs,Drake....Sneakin',0.08438544888955812,1.2029686178496923e-4,0.08171121958459282,0.8336627378022498,1.2029686181437331e-4
Hot Country Songs,Easton Corbin....A Girl Like You,2.3796036156835672e-4,0.9990481585549563,2.379603613061108e-4,2.3796036113062647e-4,2.3796036103850417e-4
Hot R&B/Hip-Hop Songs,Famous Dex....Japan,1.355454143468069e-4,1.355454143719895e-4,0.9994578183426372,1.3554541433179163e-4,1.3554541431211282e-4
Hot R&B/Hip-Hop Songs,Ghost Town DJ's....My Boo,0.9150304210814225,2.766112272539833e-4,2.7661122686028166e-4,2.766112267942604e-4,0.08413974523766891
Hot Country Songs,Justin Moore....Somebody Else Will,2.766112273088468e-4,0.9988935550921375,2.766112267587624e-4,2.766112269993862e-4,2.7661122679546046e-4
Hot Country Songs,Kane Brown....Lose It,0.749196020646768,0.24989782905454785,3.020500995922738e-4,3.020500996760137e-4,3.020500994157696e-4
Hot R&B/Hip-Hop Songs,Kanye West & Lil Pump....I Love It,0.1380789589526194,2.1264893054730654e-4,0.785459973670211,2.126489304999593e-4,0.07603576951612227
Hot Country Songs,Kelsea Ballerini....Peter Pan,0.18995678368318597,0.809038018696891,3.3506587337082716e-4,3.350658733734044e-4,3.3506587317874394e-4
Hot Country Songs,Kip Moore....Last Shot,2.834314552473792e-4,0.998866274181169,2.834314545542863e-4,0.00028343145457061574,2.8343145445866813e-4
Hot R&B/Hip-Hop Songs,KYLE....iSpy,0.08378349783048417,0.6784942127397107,0.23750134875484158,1.1047033749443975e-4,1.1047033746914038e-4
Hot R&B/Hip-Hop Songs,Lil Uzi Vert....The Way Life Goes,0.8356394259507003,1.5315282486759403e-4,1.53152824964596e-4,0.16390111557450784,1.53152824959638e-4
Hot Country Songs,Luke Bryan....Home Alone Tonight,0.2099968767751246,0.7893681131693828,2.116700185383775e-4,2.1167001867443712e-4,2.116700182796782e-4
Hot Country Songs,Mason Ramsey....Famous,3.188039122401017e-4,0.9987247843511525,3.188039121297651e-4,3.188039124279608e-4,3.188039120496283e-4
Hot Country Songs,Midland....Drinkin' Problem,2.924447356989244e-4,0.9988302210581175,2.924447355750156e-4,2.924447354429903e-4,2.924447351657365e-4
Hot R&B/Hip-Hop Songs,Offset & Metro Boomin....Ric Flair Drip,1.255524397500091e-4,1.2555243968348758e-4,0.20169977052804341,1.255524397886342e-4,0.7979235721527345
Hot R&B/Hip-Hop Songs,Quavo....W O R K I N M E,1.6064379447222336e-4,1.6064379440166804e-4,1.6064379458134796e-4,1.6064379433738295e-4,0.9993574248222075
Hot R&B/Hip-Hop Songs,SZA....The Weekend,2.6543371978422504e-4,0.3182705993416042,2.6543371959689507e-4,0.6809330994995136,2.654337195010412e-4
Hot R&B/Hip-Hop Songs,The Weeknd....Acquainted,0.46977860011338424,1.9885428772977668e-4,0.00019885428755707563,0.5296248370239702,1.9885428735860926e-4
Hot Country Songs,Thomas Rhett....Craving You,0.7561242033170839,2.8877149700628666e-4,2.8877149663837545e-4,0.24300948219289334,2.887714963782078e-4
Hot Country Songs,Thomas Rhett....T-Shirt,0.6788216915131017,0.32056036630719353,2.059807265037334e-4,2.0598072655668813e-4,2.0598072664440117e-4
Hot R&B/Hip-Hop Songs,Travis Scott....Butterfly Effect,0.08591422675431139,1.6292057377747615e-4,1.629205738357664e-4,1.6292057360795014e-4,0.9135970115244675
Hot R&B/Hip-Hop Songs,XXXTENTACION....Moonlight,2.5654791296534355e-4,0.39449443646766275,2.5654791296440984e-4,2.5654791264521833e-4,0.6047359197937623
Hot Country Songs,"Artists Of Then, Now & Forever....Forever Country",2.8169506085619475e-4,0.9988732197584295,2.8169506019653265e-4,2.8169506012702244e-4,2.816950603907633e-4
Hot Country Songs,Carrie Underwood....Church Bells,0.282731754579588,0.4381841820737867,2.523244363084662e-4,2.5232443595573284e-4,0.27857941447436113
Hot Country Songs,Cole Swindell....Middle Of A Memory,2.6697487882652003e-4,0.9989321004860477,2.669748784593157e-4,2.6697487846401405e-4,2.669748782025002e-4
Hot Country Songs,Dierks Bentley....Somewhere On A Beach,2.851893888408674e-4,0.9988592424459046,2.851893885018134e-4,2.851893883527289e-4,2.851893883999124e-4
Hot R&B/Hip-Hop Songs,Drake....Hype,0.18328149135573857,1.8015544882110508e-4,1.801554487599987e-4,0.816178042298138,1.801554485424069e-4
Hot R&B/Hip-Hop Songs,Drake....Nonstop,1.2124850248940565e-4,1.2124850241944898e-4,1.2124850251143553e-4,0.9995150059902109,1.2124850236882715e-4
Hot Country Songs,Eric Church....Round Here Buzz,2.799798122826767e-4,0.9732223055179546,0.025937755045140103,2.7997981243898693e-4,2.7997981218365147e-4
Hot Country Songs,Hillary Scott & The Scott Family....Thy Will,0.379176254810086,0.23484623763555681,0.38511989124029117,4.288081573266578e-4,4.288081567394547e-4
Hot R&B/Hip-Hop Songs,J. Cole....KOD,1.3634928974396002e-4,1.363492896833078e-4,0.999454602840989,1.3634928973182915e-4,1.3634928985194083e-4
Hot Country Songs,Jason Aldean....Lights Come On,2.156407564421475e-4,0.9991374369747089,2.1564075626856856e-4,2.1564075642471322e-4,2.1564075615561237e-4
Hot R&B/Hip-Hop Songs,"Jay Rock, Kendrick Lamar, Future & James Blake....King's Dead",1.0613546651007955e-4,1.0613546658888919e-4,0.04575643579528466,0.9539251578050352,1.0613546658115547e-4
Hot Country Songs,Jon Pardi....Dirt On My Boots,2.442813640624547e-4,0.9990228745435352,2.442813641241664e-4,2.4428136409595456e-4,2.4428136418224046e-4
Hot Country Songs,Keith Urban....Break On Me.,0.9986090572196283,3.477356956746695e-4,3.4773569488383e-4,3.477356949515961e-4,3.477356948614481e-4
Hot Country Songs,Keith Urban....Wasted Time,2.3079395669876746e-4,0.9990768241728899,2.307939569447324e-4,2.3079395669406205e-4,2.3079395677255883e-4
Hot Country Songs,Lauren Alaina....Road Less Traveled,0.1344601809960243,0.864874166168456,2.21884278574054e-4,2.218842784415952e-4,2.21884278504116e-4
Hot Country Songs,"Luke Combs....Houston, We Got A Problem",3.1880391213263975e-4,0.9987247843519961,3.1880391201257846e-4,3.188039119058581e-4,3.188039119528053e-4
Hot Country Songs,Miranda Lambert....Tin Man,0.9978164022396111,5.458994403560299e-4,5.458994397076561e-4,5.458994407336552e-4,5.458994395916737e-4
Hot R&B/Hip-Hop Songs,"Nicki Minaj, Drake & Lil Wayne....No Frauds",0.1502238319496909,1.2189133863164871e-4,1.2189133863272173e-4,1.2189133864393162e-4,0.8494104940344008
Hot R&B/Hip-Hop Songs,Rihanna....Sex With Me,0.15903712292745079,2.905965093799451e-4,0.7645092059936235,2.905965088438764e-4,0.07587247806070191
Hot R&B/Hip-Hop Songs,Russ....Losin Control,0.976125479492796,2.3313431105722587e-4,0.023175117574569422,2.331343108047809e-4,2.3313431077244288e-4
Hot Country Songs,Thomas Rhett....Life Changes,0.16814519454640928,0.8311859248944556,2.229601864206711e-4,2.229601862904968e-4,2.2296018642390135e-4
Hot Country Songs,Zac Brown Band....Castaway,0.7119210370794582,0.2874228090114654,2.1871796964816916e-4,2.18717969862042e-4,2.187179695662112e-4
Hot R&B/Hip-Hop Songs,6ix9ine....FEFE,1.5734549165930992e-4,0.01586262413254973,0.8168197171661482,1.5734549169605966e-4,0.16700296771794673
Hot Country Songs,Canaan Smith....Hole In A Bottle,2.962126272662382e-4,0.998815149491345,2.962126270605886e-4,2.9621262711110357e-4,2.9621262721707544e-4
Hot R&B/Hip-Hop Songs,Cardi B....Be Careful,0.20523625453304814,0.0938989012368275,1.682870625085773e-4,0.7005282701053596,1.6828706225622593e-4
Hot Country Songs,Carly Pearce....Every Little Thing,4.3284476237443365e-4,0.9982686209529918,4.3284476125962987e-4,4.32844761329751e-4,4.3284476204439107e-4
Hot R&B/Hip-Hop Songs,Chris Brown....Back To Sleep,0.5351551336270025,0.1381473501984671,0.3262662346613382,2.1564075674348706e-4,2.1564075644879023e-4
Hot Country Songs,Chris Stapleton....Nobody To Blame,4.454238132871683e-4,0.33844701389837295,4.45423813580882e-4,0.6602167146612606,4.4542381349833247e-4
Hot Country Songs,Darius Rucker....For The First Time,0.5327440794844928,0.4664359523056066,2.733227365108307e-4,2.7332273654287394e-4,2.7332273684683257e-4
Hot R&B/Hip-Hop Songs,Drake....Still Here,2.5944299919110087e-4,0.2112987452536914,0.32828547669023167,0.45989689205810236,2.59442998783546e-4
Hot R&B/Hip-Hop Songs,Drake....Too Good,0.35702850676221015,0.2923248492131601,1.766939814088586e-4,0.35029325606173334,1.7669398148750107e-4
Hot R&B/Hip-Hop Songs,Fetty Wap....679,1.4225496276076168e-4,0.1443559411004506,0.8552172940115594,1.4225496276930956e-4,1.4225496245991425e-4
Hot Country Songs,Florida Georgia Line....Smooth,3.2102973196540313e-4,0.3328634226282699,3.2102973162445993e-4,0.6661734881767433,3.2102973139693625e-4
Hot R&B/Hip-Hop Songs,Gucci Mane....I Get The Bag,9.398660540338544e-5,9.398660543033858e-5,0.2997923631170257,9.398660554099345e-5,0.6999256770665996
Hot Country Songs,Jason Aldean....You Make It Easy,3.8565037856361277e-4,0.9984573984880187,3.856503778889958e-4,3.856503778177982e-4,3.856503777108293e-4
Hot R&B/Hip-Hop Songs,Juice WRLD....Lucid Dreams,0.9993012791157122,1.7468022117533735e-4,1.7468022105282272e-4,1.7468022109690465e-4,1.7468022096280575e-4
Hot Country Songs,Justin Moore....You Look Like I Need A Drink,2.701115179545706e-4,0.998919553928804,2.701115175493359e-4,2.701115178963338e-4,2.701115177956849e-4
Hot Country Songs,Keith Urban....The Fighter,0.8285467152614225,0.17060299037508092,2.834314544334586e-4,2.834314546654878e-4,2.8343145439753897e-4
Hot Country Songs,LANCO....Born To Love You,3.2328685017684146e-4,0.9987068526007576,3.2328684982682566e-4,3.232868497395072e-4,3.232868494991229e-4
Hot Country Songs,Lindsay Ell....Criminal,0.12712117477571,0.8721341119233187,2.482377670978745e-4,2.4823776693125294e-4,2.4823776694216283e-4
Hot Country Songs,Luke Bryan....Move,0.07871785789320085,0.478215626078993,2.0878662233142676e-4,0.4426489427829241,2.087866225506144e-4
Hot R&B/Hip-Hop Songs,Sheck Wes....Mo Bamba,2.1167001847005018e-4,2.1167001820315102e-4,0.9991533199263057,2.11670018630776e-4,2.1167001839028003e-4
Hot R&B/Hip-Hop Songs,Young Thug....Relationship,0.1623318761353191,1.2799897072261366e-4,1.2799897073156134e-4,1.279989706380818e-4,0.8372841269525886
Hot Country Songs,Brantley Gilbert....The Weekend,2.495852019203672e-4,0.5558529849948977,2.4958520169347483e-4,0.44339825939987165,2.495852016168741e-4
Hot Country Songs,Brett Young....Like I Loved You,0.7597645667086743,0.23942509873860013,2.701115175624773e-4,2.701115178005188e-4,2.7011151736257977e-4
Hot R&B/Hip-Hop Songs,Bruno Mars....24K Magic,0.856492907606154,1.5680889749695453e-4,1.5680889736318938e-4,1.5680889750376616e-4,0.14303666570148205
Hot Country Songs,Carly Pearce....Hide The Wine,0.6644003594883521,0.3347796723020801,2.733227366030444e-4,2.733227365265363e-4,2.733227364383007e-4
Hot Country Songs,Carrie Underwood....Cry Pretty,0.4391470175427473,0.5598622242282617,3.3025274270688943e-4,3.302527431515877e-4,3.302527431325241e-4
Hot Country Songs,Chris Lane....Fix,0.9990814347540945,2.2964131171092578e-4,2.296413114350403e-4,2.2964131142212042e-4,2.2964131133747866e-4
Hot Country Songs,Dustin Lynch....Small Town Boy,2.3796036147553994e-4,0.9990481585547433,2.379603614650106e-4,2.37960361216964e-4,2.379603610993283e-4
Hot R&B/Hip-Hop Songs,Eminem....Lucky You,0.06599111422875378,0.06658460128329116,0.13200220323205952,0.7353469770218384,7.510423405714257e-5
Hot R&B/Hip-Hop Songs,Famous Dex....Pick It Up,1.2729028640803282e-4,0.15769940053756198,0.44556025755287243,1.272902865237227e-4,0.3964857613366338
Hot R&B/Hip-Hop Songs,Future....Selfish,0.28848611735729046,0.36181692494420176,3.451256535624015e-4,3.451256530395951e-4,0.34900670639190584
Hot Country Songs,Jason Aldean....Girl Like You,0.5802522597021929,0.418835598126129,3.04047390372281e-4,3.040473907536637e-4,3.0404739055214417e-4
Hot Country Songs,Kelsea Ballerini....I Hate Love Songs,0.9662860727263729,0.03254719053418463,3.889122465029496e-4,3.8891224687045804e-4,3.8891224606905987e-4
Hot R&B/Hip-Hop Songs,Kodak Black....Codeine Dreaming,1.1374976827547458e-4,0.899036456291783,0.10062229440308389,1.137497683381576e-4,1.1374976851958437e-4
Hot Country Songs,Lauren Alaina....Doin' Fine,0.12003995144831435,0.8791302148706903,2.7661122711941525e-4,2.76611227110107e-4,2.7661122676579946e-4
Hot R&B/Hip-Hop Songs,Lil Dicky....Freaky Friday,0.13692368129211688,0.08943823344436634,1.3435721848921916e-4,0.7733693708265941,1.3435721843359387e-4
Hot R&B/Hip-Hop Songs,Lil Skies....Red Roses,0.15672764271390796,0.36332028674758493,0.1346008209337603,1.312882121936923e-4,0.34521996139255307
Hot Country Songs,Luke Bryan....Strip It Down,2.482377671362801e-4,0.9990070489323697,2.482377669325133e-4,2.482377667450295e-4,2.482377668164702e-4
Hot R&B/Hip-Hop Songs,Meek Mill....Dangerous,0.3150392652162745,0.0980258527749991,0.5866355553006893,1.4966335407248083e-4,1.4966335396468373e-4
Hot R&B/Hip-Hop Songs,Post Malone....Candy Paint,1.2624185294894666e-4,1.2624185268471773e-4,0.9994950325887649,1.262418527547763e-4,1.2624185284669298e-4
Hot Country Songs,Rodney Atkins....Caught Up In The Country,2.7997981221729366e-4,0.9988800807514013,2.799798120121558e-4,2.7997981220597226e-4,2.799798121633055e-4
Hot Country Songs,Sam Hunt....Make You Miss Me,0.7192923990358653,0.27993363896351336,2.5798733357938254e-4,2.5798733355196046e-4,2.579873334899984e-4
Hot R&B/Hip-Hop Songs,The Weeknd....The Hills,0.3056927834711048,2.3796036173742894e-4,0.6935933354448405,2.3796036116454467e-4,2.379603611528243e-4
Hot R&B/Hip-Hop Songs,Young Thug....Best Friend,1.405160632499633e-4,1.4051606327401188e-4,1.4051606341375792e-4,0.9994379357468328,1.4051606322957873e-4
Hot R&B/Hip-Hop Songs,6ix9ine....Kooda,1.720655403041677e-4,1.7206554035717093e-4,0.9993117378380512,1.7206554067309888e-4,1.7206554061444785e-4
Hot Country Songs,Blake Shelton....I'll Name The Dogs,2.717076394005284e-4,0.7973884034059537,0.20179647367590914,2.7170763929445683e-4,2.7170763944211725e-4
Hot Country Songs,Brett Young....Mercy,0.22302107370911475,0.7757713338158719,4.025308250982444e-4,4.0253082483129355e-4,4.0253082508368953e-4
Hot Country Songs,Chase Bryant....Little Bit Of You,3.123078700803751e-4,0.9987507685214734,3.1230786969639276e-4,3.1230786948686977e-4,3.123078692630363e-4
Hot Country Songs,Drake White....Livin' The Dream,2.0506211267370478e-4,0.9170619611255847,0.08232285253607288,2.050621127858002e-4,2.0506211288290883e-4
Hot R&B/Hip-Hop Songs,Drake....In My Feelings,0.21368590821631206,1.5952910247402923e-4,0.29025792055174165,1.595291024407361e-4,0.49573711302703155
Hot R&B/Hip-Hop Songs,Drake....With You,0.1740907250279257,0.8247988887576355,3.70128738362929e-4,3.701287381125628e-4,3.701287379633262e-4
Hot Country Songs,"Florida Georgia Line....God, Your Mama, And Me",0.41251990224070006,0.5866552263107546,2.7495714972002147e-4,2.749571494352554e-4,2.7495714939007875e-4
Hot Country Songs,High Valley....Make You Mine,0.00037618500940162837,0.9984952599642308,3.7618500896123536e-4,3.7618500872356963e-4,3.761850086827579e-4
Hot Country Songs,High Valley....She's With Me,3.4773569574675334e-4,0.8757908319424884,0.12316596097145625,3.477356949560047e-4,3.4773569535252144e-4
Hot R&B/Hip-Hop Songs,Jhene Aiko....Sativa,0.7737777461241485,1.9971800806662605e-4,0.22562309985156279,1.9971800822202407e-4,1.9971800800008696e-4
Hot Country Songs,Jordan Davis....Singles You Up,0.9990280382373511,2.4299044108102923e-4,2.4299044071290462e-4,2.4299044054376475e-4,2.429904403112198e-4
Hot R&B/Hip-Hop Songs,Juice WRLD....All Girls Are The Same,0.3685034107157024,0.14815324868427804,3.0007887862246635e-4,0.4827431828428946,3.0007887850251103e-4
Hot Country Songs,Kane Brown....Heaven,0.2749478526063279,0.7237412731350276,4.369580863794504e-4,4.3695808650613606e-4,4.369580857588461e-4
Hot R&B/Hip-Hop Songs,Kanye West....Father Stretch My Hands Pt. 1,2.639102513742055e-4,0.8122295857101229,2.6391025136643424e-4,2.639102511861366e-4,0.18697868353595035
Hot R&B/Hip-Hop Songs,Lil Baby & Drake....Yes Indeed,1.9301127645344923e-4,1.930112764459128e-4,0.30929840345838266,1.930112764584478e-4,0.6901225627122596
Hot R&B/Hip-Hop Songs,Lil Uzi Vert....XO TOUR Llif3,0.24516392557891745,1.9220447403768377e-4,1.9220447402433356e-4,0.7542594609992251,1.9220447379538155e-4
Hot Country Songs,LOCASH....Ring On Every Finger,0.39904563309388125,0.60033083830091,2.078428684996237e-4,2.0784286821147265e-4,2.0784286849752606e-4
Hot Country Songs,Michael Ray....Get To You,3.210297320563432e-4,0.9987158810735345,3.2102973145605335e-4,3.210297317905707e-4,3.210297311625226e-4
Hot Country Songs,Old Dominion....Hotel Key,2.685340391081836e-4,0.9102778964102859,0.08891650147309935,2.685340387611174e-4,2.6853403874552997e-4
Hot Country Songs,Russell Dickerson....Blue Tacoma,2.469048029885138e-4,0.8406084339921694,2.469048026413963e-4,0.15865085159958195,2.469048026187084e-4
Hot Country Songs,Sam Hunt....Body Like A Back Road,0.2190227996698131,0.7801321151476178,2.8169506104561197e-4,2.8169506084445924e-4,2.816950606789536e-4
